id;nom;categorie;style;niveau;photo;avatar_posture;consigne
EX3152;Jump squat;Full body;remise_forme;Actif;assets/photos/full_body/full_body_jump_squat_actif_remise_forme.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_actif_remise_forme_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3153;Jump squat;Full body;musculation;Confirmé;assets/photos/full_body/full_body_jump_squat_confirme_musculation.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_confirme_musculation_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3154;Jump squat;Full body;poids_du_corps;Confirmé;assets/photos/full_body/full_body_jump_squat_confirme_poids_du_corps.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_confirme_poids_du_corps_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3155;Jump squat;Full body;crossfit;Confirmé;assets/photos/full_body/full_body_jump_squat_confirme_crossfit.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_confirme_crossfit_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3156;Jump squat;Full body;crosstraining;Confirmé;assets/photos/full_body/full_body_jump_squat_confirme_crosstraining.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_confirme_crosstraining_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3157;Jump squat;Full body;hiit;Confirmé;assets/photos/full_body/full_body_jump_squat_confirme_hiit.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_confirme_hiit_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3158;Jump squat;Full body;amrap;Confirmé;assets/photos/full_body/full_body_jump_squat_confirme_amrap.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_confirme_amrap_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3159;Jump squat;Full body;emom;Confirmé;assets/photos/full_body/full_body_jump_squat_confirme_emom.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_confirme_emom_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3160;Jump squat;Full body;hyrox;Confirmé;assets/photos/full_body/full_body_jump_squat_confirme_hyrox.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_confirme_hyrox_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3161;Jump squat;Full body;boxe;Confirmé;assets/photos/full_body/full_body_jump_squat_confirme_boxe.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_confirme_boxe_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3162;Jump squat;Full body;cardio;Confirmé;assets/photos/full_body/full_body_jump_squat_confirme_cardio.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_confirme_cardio_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3163;Jump squat;Full body;trail;Confirmé;assets/photos/full_body/full_body_jump_squat_confirme_trail.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_confirme_trail_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3164;Jump squat;Full body;remise_forme;Confirmé;assets/photos/full_body/full_body_jump_squat_confirme_remise_forme.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_confirme_remise_forme_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3165;Jump squat;Full body;musculation;Athlète FAFATRAINING;assets/photos/full_body/full_body_jump_squat_athlete_musculation.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_athlete_musculation_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3166;Jump squat;Full body;poids_du_corps;Athlète FAFATRAINING;assets/photos/full_body/full_body_jump_squat_athlete_poids_du_corps.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_athlete_poids_du_corps_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3167;Jump squat;Full body;crossfit;Athlète FAFATRAINING;assets/photos/full_body/full_body_jump_squat_athlete_crossfit.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_athlete_crossfit_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3168;Jump squat;Full body;crosstraining;Athlète FAFATRAINING;assets/photos/full_body/full_body_jump_squat_athlete_crosstraining.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_athlete_crosstraining_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3169;Jump squat;Full body;hiit;Athlète FAFATRAINING;assets/photos/full_body/full_body_jump_squat_athlete_hiit.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_athlete_hiit_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3170;Jump squat;Full body;amrap;Athlète FAFATRAINING;assets/photos/full_body/full_body_jump_squat_athlete_amrap.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_athlete_amrap_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3171;Jump squat;Full body;emom;Athlète FAFATRAINING;assets/photos/full_body/full_body_jump_squat_athlete_emom.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_athlete_emom_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3172;Jump squat;Full body;hyrox;Athlète FAFATRAINING;assets/photos/full_body/full_body_jump_squat_athlete_hyrox.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_athlete_hyrox_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3173;Jump squat;Full body;boxe;Athlète FAFATRAINING;assets/photos/full_body/full_body_jump_squat_athlete_boxe.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_athlete_boxe_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3174;Jump squat;Full body;cardio;Athlète FAFATRAINING;assets/photos/full_body/full_body_jump_squat_athlete_cardio.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_athlete_cardio_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3175;Jump squat;Full body;trail;Athlète FAFATRAINING;assets/photos/full_body/full_body_jump_squat_athlete_trail.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_athlete_trail_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3176;Jump squat;Full body;remise_forme;Athlète FAFATRAINING;assets/photos/full_body/full_body_jump_squat_athlete_remise_forme.jpg;assets/avatar_exercices/full_body/full_body_jump_squat_athlete_remise_forme_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Jump squat
EX3177;Sprawl;Full body;musculation;Débutant;assets/photos/full_body/full_body_sprawl_debutant_musculation.jpg;assets/avatar_exercices/full_body/full_body_sprawl_debutant_musculation_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3178;Sprawl;Full body;poids_du_corps;Débutant;assets/photos/full_body/full_body_sprawl_debutant_poids_du_corps.jpg;assets/avatar_exercices/full_body/full_body_sprawl_debutant_poids_du_corps_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3179;Sprawl;Full body;crossfit;Débutant;assets/photos/full_body/full_body_sprawl_debutant_crossfit.jpg;assets/avatar_exercices/full_body/full_body_sprawl_debutant_crossfit_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3180;Sprawl;Full body;crosstraining;Débutant;assets/photos/full_body/full_body_sprawl_debutant_crosstraining.jpg;assets/avatar_exercices/full_body/full_body_sprawl_debutant_crosstraining_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3181;Sprawl;Full body;hiit;Débutant;assets/photos/full_body/full_body_sprawl_debutant_hiit.jpg;assets/avatar_exercices/full_body/full_body_sprawl_debutant_hiit_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3182;Sprawl;Full body;amrap;Débutant;assets/photos/full_body/full_body_sprawl_debutant_amrap.jpg;assets/avatar_exercices/full_body/full_body_sprawl_debutant_amrap_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3183;Sprawl;Full body;emom;Débutant;assets/photos/full_body/full_body_sprawl_debutant_emom.jpg;assets/avatar_exercices/full_body/full_body_sprawl_debutant_emom_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3184;Sprawl;Full body;hyrox;Débutant;assets/photos/full_body/full_body_sprawl_debutant_hyrox.jpg;assets/avatar_exercices/full_body/full_body_sprawl_debutant_hyrox_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3185;Sprawl;Full body;boxe;Débutant;assets/photos/full_body/full_body_sprawl_debutant_boxe.jpg;assets/avatar_exercices/full_body/full_body_sprawl_debutant_boxe_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3186;Sprawl;Full body;cardio;Débutant;assets/photos/full_body/full_body_sprawl_debutant_cardio.jpg;assets/avatar_exercices/full_body/full_body_sprawl_debutant_cardio_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3187;Sprawl;Full body;trail;Débutant;assets/photos/full_body/full_body_sprawl_debutant_trail.jpg;assets/avatar_exercices/full_body/full_body_sprawl_debutant_trail_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3188;Sprawl;Full body;remise_forme;Débutant;assets/photos/full_body/full_body_sprawl_debutant_remise_forme.jpg;assets/avatar_exercices/full_body/full_body_sprawl_debutant_remise_forme_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3189;Sprawl;Full body;musculation;Actif;assets/photos/full_body/full_body_sprawl_actif_musculation.jpg;assets/avatar_exercices/full_body/full_body_sprawl_actif_musculation_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3190;Sprawl;Full body;poids_du_corps;Actif;assets/photos/full_body/full_body_sprawl_actif_poids_du_corps.jpg;assets/avatar_exercices/full_body/full_body_sprawl_actif_poids_du_corps_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3191;Sprawl;Full body;crossfit;Actif;assets/photos/full_body/full_body_sprawl_actif_crossfit.jpg;assets/avatar_exercices/full_body/full_body_sprawl_actif_crossfit_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3192;Sprawl;Full body;crosstraining;Actif;assets/photos/full_body/full_body_sprawl_actif_crosstraining.jpg;assets/avatar_exercices/full_body/full_body_sprawl_actif_crosstraining_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3193;Sprawl;Full body;hiit;Actif;assets/photos/full_body/full_body_sprawl_actif_hiit.jpg;assets/avatar_exercices/full_body/full_body_sprawl_actif_hiit_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3194;Sprawl;Full body;amrap;Actif;assets/photos/full_body/full_body_sprawl_actif_amrap.jpg;assets/avatar_exercices/full_body/full_body_sprawl_actif_amrap_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3195;Sprawl;Full body;emom;Actif;assets/photos/full_body/full_body_sprawl_actif_emom.jpg;assets/avatar_exercices/full_body/full_body_sprawl_actif_emom_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3196;Sprawl;Full body;hyrox;Actif;assets/photos/full_body/full_body_sprawl_actif_hyrox.jpg;assets/avatar_exercices/full_body/full_body_sprawl_actif_hyrox_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3197;Sprawl;Full body;boxe;Actif;assets/photos/full_body/full_body_sprawl_actif_boxe.jpg;assets/avatar_exercices/full_body/full_body_sprawl_actif_boxe_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3198;Sprawl;Full body;cardio;Actif;assets/photos/full_body/full_body_sprawl_actif_cardio.jpg;assets/avatar_exercices/full_body/full_body_sprawl_actif_cardio_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3199;Sprawl;Full body;trail;Actif;assets/photos/full_body/full_body_sprawl_actif_trail.jpg;assets/avatar_exercices/full_body/full_body_sprawl_actif_trail_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3200;Sprawl;Full body;remise_forme;Actif;assets/photos/full_body/full_body_sprawl_actif_remise_forme.jpg;assets/avatar_exercices/full_body/full_body_sprawl_actif_remise_forme_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3201;Sprawl;Full body;musculation;Confirmé;assets/photos/full_body/full_body_sprawl_confirme_musculation.jpg;assets/avatar_exercices/full_body/full_body_sprawl_confirme_musculation_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3202;Sprawl;Full body;poids_du_corps;Confirmé;assets/photos/full_body/full_body_sprawl_confirme_poids_du_corps.jpg;assets/avatar_exercices/full_body/full_body_sprawl_confirme_poids_du_corps_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3203;Sprawl;Full body;crossfit;Confirmé;assets/photos/full_body/full_body_sprawl_confirme_crossfit.jpg;assets/avatar_exercices/full_body/full_body_sprawl_confirme_crossfit_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3204;Sprawl;Full body;crosstraining;Confirmé;assets/photos/full_body/full_body_sprawl_confirme_crosstraining.jpg;assets/avatar_exercices/full_body/full_body_sprawl_confirme_crosstraining_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3205;Sprawl;Full body;hiit;Confirmé;assets/photos/full_body/full_body_sprawl_confirme_hiit.jpg;assets/avatar_exercices/full_body/full_body_sprawl_confirme_hiit_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3206;Sprawl;Full body;amrap;Confirmé;assets/photos/full_body/full_body_sprawl_confirme_amrap.jpg;assets/avatar_exercices/full_body/full_body_sprawl_confirme_amrap_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3207;Sprawl;Full body;emom;Confirmé;assets/photos/full_body/full_body_sprawl_confirme_emom.jpg;assets/avatar_exercices/full_body/full_body_sprawl_confirme_emom_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3208;Sprawl;Full body;hyrox;Confirmé;assets/photos/full_body/full_body_sprawl_confirme_hyrox.jpg;assets/avatar_exercices/full_body/full_body_sprawl_confirme_hyrox_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3209;Sprawl;Full body;boxe;Confirmé;assets/photos/full_body/full_body_sprawl_confirme_boxe.jpg;assets/avatar_exercices/full_body/full_body_sprawl_confirme_boxe_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3210;Sprawl;Full body;cardio;Confirmé;assets/photos/full_body/full_body_sprawl_confirme_cardio.jpg;assets/avatar_exercices/full_body/full_body_sprawl_confirme_cardio_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3211;Sprawl;Full body;trail;Confirmé;assets/photos/full_body/full_body_sprawl_confirme_trail.jpg;assets/avatar_exercices/full_body/full_body_sprawl_confirme_trail_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3212;Sprawl;Full body;remise_forme;Confirmé;assets/photos/full_body/full_body_sprawl_confirme_remise_forme.jpg;assets/avatar_exercices/full_body/full_body_sprawl_confirme_remise_forme_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3213;Sprawl;Full body;musculation;Athlète FAFATRAINING;assets/photos/full_body/full_body_sprawl_athlete_musculation.jpg;assets/avatar_exercices/full_body/full_body_sprawl_athlete_musculation_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3214;Sprawl;Full body;poids_du_corps;Athlète FAFATRAINING;assets/photos/full_body/full_body_sprawl_athlete_poids_du_corps.jpg;assets/avatar_exercices/full_body/full_body_sprawl_athlete_poids_du_corps_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3215;Sprawl;Full body;crossfit;Athlète FAFATRAINING;assets/photos/full_body/full_body_sprawl_athlete_crossfit.jpg;assets/avatar_exercices/full_body/full_body_sprawl_athlete_crossfit_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3216;Sprawl;Full body;crosstraining;Athlète FAFATRAINING;assets/photos/full_body/full_body_sprawl_athlete_crosstraining.jpg;assets/avatar_exercices/full_body/full_body_sprawl_athlete_crosstraining_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3217;Sprawl;Full body;hiit;Athlète FAFATRAINING;assets/photos/full_body/full_body_sprawl_athlete_hiit.jpg;assets/avatar_exercices/full_body/full_body_sprawl_athlete_hiit_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3218;Sprawl;Full body;amrap;Athlète FAFATRAINING;assets/photos/full_body/full_body_sprawl_athlete_amrap.jpg;assets/avatar_exercices/full_body/full_body_sprawl_athlete_amrap_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3219;Sprawl;Full body;emom;Athlète FAFATRAINING;assets/photos/full_body/full_body_sprawl_athlete_emom.jpg;assets/avatar_exercices/full_body/full_body_sprawl_athlete_emom_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3220;Sprawl;Full body;hyrox;Athlète FAFATRAINING;assets/photos/full_body/full_body_sprawl_athlete_hyrox.jpg;assets/avatar_exercices/full_body/full_body_sprawl_athlete_hyrox_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3221;Sprawl;Full body;boxe;Athlète FAFATRAINING;assets/photos/full_body/full_body_sprawl_athlete_boxe.jpg;assets/avatar_exercices/full_body/full_body_sprawl_athlete_boxe_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3222;Sprawl;Full body;cardio;Athlète FAFATRAINING;assets/photos/full_body/full_body_sprawl_athlete_cardio.jpg;assets/avatar_exercices/full_body/full_body_sprawl_athlete_cardio_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3223;Sprawl;Full body;trail;Athlète FAFATRAINING;assets/photos/full_body/full_body_sprawl_athlete_trail.jpg;assets/avatar_exercices/full_body/full_body_sprawl_athlete_trail_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3224;Sprawl;Full body;remise_forme;Athlète FAFATRAINING;assets/photos/full_body/full_body_sprawl_athlete_remise_forme.jpg;assets/avatar_exercices/full_body/full_body_sprawl_athlete_remise_forme_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Sprawl
EX3225;Devil press;Full body;musculation;Débutant;assets/photos/full_body/full_body_devil_press_debutant_musculation.jpg;assets/avatar_exercices/full_body/full_body_devil_press_debutant_musculation_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3226;Devil press;Full body;poids_du_corps;Débutant;assets/photos/full_body/full_body_devil_press_debutant_poids_du_corps.jpg;assets/avatar_exercices/full_body/full_body_devil_press_debutant_poids_du_corps_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3227;Devil press;Full body;crossfit;Débutant;assets/photos/full_body/full_body_devil_press_debutant_crossfit.jpg;assets/avatar_exercices/full_body/full_body_devil_press_debutant_crossfit_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3228;Devil press;Full body;crosstraining;Débutant;assets/photos/full_body/full_body_devil_press_debutant_crosstraining.jpg;assets/avatar_exercices/full_body/full_body_devil_press_debutant_crosstraining_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3229;Devil press;Full body;hiit;Débutant;assets/photos/full_body/full_body_devil_press_debutant_hiit.jpg;assets/avatar_exercices/full_body/full_body_devil_press_debutant_hiit_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3230;Devil press;Full body;amrap;Débutant;assets/photos/full_body/full_body_devil_press_debutant_amrap.jpg;assets/avatar_exercices/full_body/full_body_devil_press_debutant_amrap_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3231;Devil press;Full body;emom;Débutant;assets/photos/full_body/full_body_devil_press_debutant_emom.jpg;assets/avatar_exercices/full_body/full_body_devil_press_debutant_emom_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3232;Devil press;Full body;hyrox;Débutant;assets/photos/full_body/full_body_devil_press_debutant_hyrox.jpg;assets/avatar_exercices/full_body/full_body_devil_press_debutant_hyrox_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3233;Devil press;Full body;boxe;Débutant;assets/photos/full_body/full_body_devil_press_debutant_boxe.jpg;assets/avatar_exercices/full_body/full_body_devil_press_debutant_boxe_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3234;Devil press;Full body;cardio;Débutant;assets/photos/full_body/full_body_devil_press_debutant_cardio.jpg;assets/avatar_exercices/full_body/full_body_devil_press_debutant_cardio_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3235;Devil press;Full body;trail;Débutant;assets/photos/full_body/full_body_devil_press_debutant_trail.jpg;assets/avatar_exercices/full_body/full_body_devil_press_debutant_trail_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3236;Devil press;Full body;remise_forme;Débutant;assets/photos/full_body/full_body_devil_press_debutant_remise_forme.jpg;assets/avatar_exercices/full_body/full_body_devil_press_debutant_remise_forme_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3237;Devil press;Full body;musculation;Actif;assets/photos/full_body/full_body_devil_press_actif_musculation.jpg;assets/avatar_exercices/full_body/full_body_devil_press_actif_musculation_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3238;Devil press;Full body;poids_du_corps;Actif;assets/photos/full_body/full_body_devil_press_actif_poids_du_corps.jpg;assets/avatar_exercices/full_body/full_body_devil_press_actif_poids_du_corps_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3239;Devil press;Full body;crossfit;Actif;assets/photos/full_body/full_body_devil_press_actif_crossfit.jpg;assets/avatar_exercices/full_body/full_body_devil_press_actif_crossfit_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3240;Devil press;Full body;crosstraining;Actif;assets/photos/full_body/full_body_devil_press_actif_crosstraining.jpg;assets/avatar_exercices/full_body/full_body_devil_press_actif_crosstraining_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3241;Devil press;Full body;hiit;Actif;assets/photos/full_body/full_body_devil_press_actif_hiit.jpg;assets/avatar_exercices/full_body/full_body_devil_press_actif_hiit_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3242;Devil press;Full body;amrap;Actif;assets/photos/full_body/full_body_devil_press_actif_amrap.jpg;assets/avatar_exercices/full_body/full_body_devil_press_actif_amrap_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3243;Devil press;Full body;emom;Actif;assets/photos/full_body/full_body_devil_press_actif_emom.jpg;assets/avatar_exercices/full_body/full_body_devil_press_actif_emom_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3244;Devil press;Full body;hyrox;Actif;assets/photos/full_body/full_body_devil_press_actif_hyrox.jpg;assets/avatar_exercices/full_body/full_body_devil_press_actif_hyrox_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3245;Devil press;Full body;boxe;Actif;assets/photos/full_body/full_body_devil_press_actif_boxe.jpg;assets/avatar_exercices/full_body/full_body_devil_press_actif_boxe_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3246;Devil press;Full body;cardio;Actif;assets/photos/full_body/full_body_devil_press_actif_cardio.jpg;assets/avatar_exercices/full_body/full_body_devil_press_actif_cardio_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3247;Devil press;Full body;trail;Actif;assets/photos/full_body/full_body_devil_press_actif_trail.jpg;assets/avatar_exercices/full_body/full_body_devil_press_actif_trail_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3248;Devil press;Full body;remise_forme;Actif;assets/photos/full_body/full_body_devil_press_actif_remise_forme.jpg;assets/avatar_exercices/full_body/full_body_devil_press_actif_remise_forme_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3249;Devil press;Full body;musculation;Confirmé;assets/photos/full_body/full_body_devil_press_confirme_musculation.jpg;assets/avatar_exercices/full_body/full_body_devil_press_confirme_musculation_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3250;Devil press;Full body;poids_du_corps;Confirmé;assets/photos/full_body/full_body_devil_press_confirme_poids_du_corps.jpg;assets/avatar_exercices/full_body/full_body_devil_press_confirme_poids_du_corps_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3251;Devil press;Full body;crossfit;Confirmé;assets/photos/full_body/full_body_devil_press_confirme_crossfit.jpg;assets/avatar_exercices/full_body/full_body_devil_press_confirme_crossfit_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3252;Devil press;Full body;crosstraining;Confirmé;assets/photos/full_body/full_body_devil_press_confirme_crosstraining.jpg;assets/avatar_exercices/full_body/full_body_devil_press_confirme_crosstraining_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
EX3253;Devil press;Full body;hiit;Confirmé;assets/photos/full_body/full_body_devil_press_confirme_hiit.jpg;assets/avatar_exercices/full_body/full_body_devil_press_confirme_hiit_avatar.png;Photo réaliste sombre style ENRX + avatar FAFATRAINING en posture si possible : Devil press
