id;nom;categorie;style;niveau;chemin_photo;photo_obligatoire;consigne_photo;materiel_visible
EX1937;Mountain climbers;HIIT · AMRAP · EMOM;poids_du_corps;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX1937_mountain-climbers_athlete_poids_du_corps.jpg;OUI;Mountain climbers — photo réaliste dédiée, niveau Athlète FAFATRAINING, style poids_du_corps, matériel visible : poids du corps;poids du corps
EX1938;Mountain climbers;HIIT · AMRAP · EMOM;crossfit;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX1938_mountain-climbers_athlete_crossfit.jpg;OUI;Mountain climbers — photo réaliste dédiée, niveau Athlète FAFATRAINING, style crossfit, matériel visible : poids du corps;poids du corps
EX1939;Mountain climbers;HIIT · AMRAP · EMOM;crosstraining;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX1939_mountain-climbers_athlete_crosstraining.jpg;OUI;Mountain climbers — photo réaliste dédiée, niveau Athlète FAFATRAINING, style crosstraining, matériel visible : poids du corps;poids du corps
EX1940;Mountain climbers;HIIT · AMRAP · EMOM;hiit;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX1940_mountain-climbers_athlete_hiit.jpg;OUI;Mountain climbers — photo réaliste dédiée, niveau Athlète FAFATRAINING, style hiit, matériel visible : poids du corps;poids du corps
EX1941;Mountain climbers;HIIT · AMRAP · EMOM;hyrox;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX1941_mountain-climbers_athlete_hyrox.jpg;OUI;Mountain climbers — photo réaliste dédiée, niveau Athlète FAFATRAINING, style hyrox, matériel visible : poids du corps;poids du corps
EX1942;Mountain climbers;HIIT · AMRAP · EMOM;boxe;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX1942_mountain-climbers_athlete_boxe.jpg;OUI;Mountain climbers — photo réaliste dédiée, niveau Athlète FAFATRAINING, style boxe, matériel visible : poids du corps;poids du corps
EX1943;Mountain climbers;HIIT · AMRAP · EMOM;cardio;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX1943_mountain-climbers_athlete_cardio.jpg;OUI;Mountain climbers — photo réaliste dédiée, niveau Athlète FAFATRAINING, style cardio, matériel visible : poids du corps;poids du corps
EX1944;Mountain climbers;HIIT · AMRAP · EMOM;remise_forme;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX1944_mountain-climbers_athlete_remise_forme.jpg;OUI;Mountain climbers — photo réaliste dédiée, niveau Athlète FAFATRAINING, style remise_forme, matériel visible : poids du corps;poids du corps
EX1945;Jumping jacks;HIIT · AMRAP · EMOM;musculation;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX1945_jumping-jacks_debutant_musculation.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Débutant, style musculation, matériel visible : poids du corps;poids du corps
EX1946;Jumping jacks;HIIT · AMRAP · EMOM;poids_du_corps;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX1946_jumping-jacks_debutant_poids_du_corps.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Débutant, style poids_du_corps, matériel visible : poids du corps;poids du corps
EX1947;Jumping jacks;HIIT · AMRAP · EMOM;crossfit;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX1947_jumping-jacks_debutant_crossfit.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Débutant, style crossfit, matériel visible : poids du corps;poids du corps
EX1948;Jumping jacks;HIIT · AMRAP · EMOM;crosstraining;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX1948_jumping-jacks_debutant_crosstraining.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Débutant, style crosstraining, matériel visible : poids du corps;poids du corps
EX1949;Jumping jacks;HIIT · AMRAP · EMOM;hiit;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX1949_jumping-jacks_debutant_hiit.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Débutant, style hiit, matériel visible : poids du corps;poids du corps
EX1950;Jumping jacks;HIIT · AMRAP · EMOM;hyrox;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX1950_jumping-jacks_debutant_hyrox.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Débutant, style hyrox, matériel visible : poids du corps;poids du corps
EX1951;Jumping jacks;HIIT · AMRAP · EMOM;boxe;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX1951_jumping-jacks_debutant_boxe.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Débutant, style boxe, matériel visible : poids du corps;poids du corps
EX1952;Jumping jacks;HIIT · AMRAP · EMOM;cardio;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX1952_jumping-jacks_debutant_cardio.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Débutant, style cardio, matériel visible : poids du corps;poids du corps
EX1953;Jumping jacks;HIIT · AMRAP · EMOM;remise_forme;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX1953_jumping-jacks_debutant_remise_forme.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Débutant, style remise_forme, matériel visible : poids du corps;poids du corps
EX1954;Jumping jacks;HIIT · AMRAP · EMOM;musculation;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX1954_jumping-jacks_actif_musculation.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Actif, style musculation, matériel visible : poids du corps;poids du corps
EX1955;Jumping jacks;HIIT · AMRAP · EMOM;poids_du_corps;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX1955_jumping-jacks_actif_poids_du_corps.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Actif, style poids_du_corps, matériel visible : poids du corps;poids du corps
EX1956;Jumping jacks;HIIT · AMRAP · EMOM;crossfit;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX1956_jumping-jacks_actif_crossfit.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Actif, style crossfit, matériel visible : poids du corps;poids du corps
EX1957;Jumping jacks;HIIT · AMRAP · EMOM;crosstraining;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX1957_jumping-jacks_actif_crosstraining.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Actif, style crosstraining, matériel visible : poids du corps;poids du corps
EX1958;Jumping jacks;HIIT · AMRAP · EMOM;hiit;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX1958_jumping-jacks_actif_hiit.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Actif, style hiit, matériel visible : poids du corps;poids du corps
EX1959;Jumping jacks;HIIT · AMRAP · EMOM;hyrox;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX1959_jumping-jacks_actif_hyrox.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Actif, style hyrox, matériel visible : poids du corps;poids du corps
EX1960;Jumping jacks;HIIT · AMRAP · EMOM;boxe;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX1960_jumping-jacks_actif_boxe.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Actif, style boxe, matériel visible : poids du corps;poids du corps
EX1961;Jumping jacks;HIIT · AMRAP · EMOM;cardio;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX1961_jumping-jacks_actif_cardio.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Actif, style cardio, matériel visible : poids du corps;poids du corps
EX1962;Jumping jacks;HIIT · AMRAP · EMOM;remise_forme;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX1962_jumping-jacks_actif_remise_forme.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Actif, style remise_forme, matériel visible : poids du corps;poids du corps
EX1963;Jumping jacks;HIIT · AMRAP · EMOM;musculation;Confirmé;assets/photos/exercises/04_hiit_amrap_emom/EX1963_jumping-jacks_confirme_musculation.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Confirmé, style musculation, matériel visible : poids du corps;poids du corps
EX1964;Jumping jacks;HIIT · AMRAP · EMOM;poids_du_corps;Confirmé;assets/photos/exercises/04_hiit_amrap_emom/EX1964_jumping-jacks_confirme_poids_du_corps.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Confirmé, style poids_du_corps, matériel visible : poids du corps;poids du corps
EX1965;Jumping jacks;HIIT · AMRAP · EMOM;crossfit;Confirmé;assets/photos/exercises/04_hiit_amrap_emom/EX1965_jumping-jacks_confirme_crossfit.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Confirmé, style crossfit, matériel visible : poids du corps;poids du corps
EX1966;Jumping jacks;HIIT · AMRAP · EMOM;crosstraining;Confirmé;assets/photos/exercises/04_hiit_amrap_emom/EX1966_jumping-jacks_confirme_crosstraining.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Confirmé, style crosstraining, matériel visible : poids du corps;poids du corps
EX1967;Jumping jacks;HIIT · AMRAP · EMOM;hiit;Confirmé;assets/photos/exercises/04_hiit_amrap_emom/EX1967_jumping-jacks_confirme_hiit.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Confirmé, style hiit, matériel visible : poids du corps;poids du corps
EX1968;Jumping jacks;HIIT · AMRAP · EMOM;hyrox;Confirmé;assets/photos/exercises/04_hiit_amrap_emom/EX1968_jumping-jacks_confirme_hyrox.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Confirmé, style hyrox, matériel visible : poids du corps;poids du corps
EX1969;Jumping jacks;HIIT · AMRAP · EMOM;boxe;Confirmé;assets/photos/exercises/04_hiit_amrap_emom/EX1969_jumping-jacks_confirme_boxe.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Confirmé, style boxe, matériel visible : poids du corps;poids du corps
EX1970;Jumping jacks;HIIT · AMRAP · EMOM;cardio;Confirmé;assets/photos/exercises/04_hiit_amrap_emom/EX1970_jumping-jacks_confirme_cardio.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Confirmé, style cardio, matériel visible : poids du corps;poids du corps
EX1971;Jumping jacks;HIIT · AMRAP · EMOM;remise_forme;Confirmé;assets/photos/exercises/04_hiit_amrap_emom/EX1971_jumping-jacks_confirme_remise_forme.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Confirmé, style remise_forme, matériel visible : poids du corps;poids du corps
EX1972;Jumping jacks;HIIT · AMRAP · EMOM;musculation;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX1972_jumping-jacks_athlete_musculation.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Athlète FAFATRAINING, style musculation, matériel visible : poids du corps;poids du corps
EX1973;Jumping jacks;HIIT · AMRAP · EMOM;poids_du_corps;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX1973_jumping-jacks_athlete_poids_du_corps.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Athlète FAFATRAINING, style poids_du_corps, matériel visible : poids du corps;poids du corps
EX1974;Jumping jacks;HIIT · AMRAP · EMOM;crossfit;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX1974_jumping-jacks_athlete_crossfit.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Athlète FAFATRAINING, style crossfit, matériel visible : poids du corps;poids du corps
EX1975;Jumping jacks;HIIT · AMRAP · EMOM;crosstraining;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX1975_jumping-jacks_athlete_crosstraining.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Athlète FAFATRAINING, style crosstraining, matériel visible : poids du corps;poids du corps
EX1976;Jumping jacks;HIIT · AMRAP · EMOM;hiit;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX1976_jumping-jacks_athlete_hiit.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Athlète FAFATRAINING, style hiit, matériel visible : poids du corps;poids du corps
EX1977;Jumping jacks;HIIT · AMRAP · EMOM;hyrox;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX1977_jumping-jacks_athlete_hyrox.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Athlète FAFATRAINING, style hyrox, matériel visible : poids du corps;poids du corps
EX1978;Jumping jacks;HIIT · AMRAP · EMOM;boxe;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX1978_jumping-jacks_athlete_boxe.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Athlète FAFATRAINING, style boxe, matériel visible : poids du corps;poids du corps
EX1979;Jumping jacks;HIIT · AMRAP · EMOM;cardio;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX1979_jumping-jacks_athlete_cardio.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Athlète FAFATRAINING, style cardio, matériel visible : poids du corps;poids du corps
EX1980;Jumping jacks;HIIT · AMRAP · EMOM;remise_forme;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX1980_jumping-jacks_athlete_remise_forme.jpg;OUI;Jumping jacks — photo réaliste dédiée, niveau Athlète FAFATRAINING, style remise_forme, matériel visible : poids du corps;poids du corps
EX1981;High knees;HIIT · AMRAP · EMOM;musculation;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX1981_high-knees_debutant_musculation.jpg;OUI;High knees — photo réaliste dédiée, niveau Débutant, style musculation, matériel visible : poids du corps;poids du corps
EX1982;High knees;HIIT · AMRAP · EMOM;poids_du_corps;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX1982_high-knees_debutant_poids_du_corps.jpg;OUI;High knees — photo réaliste dédiée, niveau Débutant, style poids_du_corps, matériel visible : poids du corps;poids du corps
EX1983;High knees;HIIT · AMRAP · EMOM;crossfit;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX1983_high-knees_debutant_crossfit.jpg;OUI;High knees — photo réaliste dédiée, niveau Débutant, style crossfit, matériel visible : poids du corps;poids du corps
EX1984;High knees;HIIT · AMRAP · EMOM;crosstraining;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX1984_high-knees_debutant_crosstraining.jpg;OUI;High knees — photo réaliste dédiée, niveau Débutant, style crosstraining, matériel visible : poids du corps;poids du corps
EX1985;High knees;HIIT · AMRAP · EMOM;hiit;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX1985_high-knees_debutant_hiit.jpg;OUI;High knees — photo réaliste dédiée, niveau Débutant, style hiit, matériel visible : poids du corps;poids du corps
EX1986;High knees;HIIT · AMRAP · EMOM;hyrox;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX1986_high-knees_debutant_hyrox.jpg;OUI;High knees — photo réaliste dédiée, niveau Débutant, style hyrox, matériel visible : poids du corps;poids du corps
EX1987;High knees;HIIT · AMRAP · EMOM;boxe;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX1987_high-knees_debutant_boxe.jpg;OUI;High knees — photo réaliste dédiée, niveau Débutant, style boxe, matériel visible : poids du corps;poids du corps
EX1988;High knees;HIIT · AMRAP · EMOM;cardio;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX1988_high-knees_debutant_cardio.jpg;OUI;High knees — photo réaliste dédiée, niveau Débutant, style cardio, matériel visible : poids du corps;poids du corps
EX1989;High knees;HIIT · AMRAP · EMOM;remise_forme;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX1989_high-knees_debutant_remise_forme.jpg;OUI;High knees — photo réaliste dédiée, niveau Débutant, style remise_forme, matériel visible : poids du corps;poids du corps
EX1990;High knees;HIIT · AMRAP · EMOM;musculation;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX1990_high-knees_actif_musculation.jpg;OUI;High knees — photo réaliste dédiée, niveau Actif, style musculation, matériel visible : poids du corps;poids du corps
EX1991;High knees;HIIT · AMRAP · EMOM;poids_du_corps;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX1991_high-knees_actif_poids_du_corps.jpg;OUI;High knees — photo réaliste dédiée, niveau Actif, style poids_du_corps, matériel visible : poids du corps;poids du corps
EX1992;High knees;HIIT · AMRAP · EMOM;crossfit;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX1992_high-knees_actif_crossfit.jpg;OUI;High knees — photo réaliste dédiée, niveau Actif, style crossfit, matériel visible : poids du corps;poids du corps
EX1993;High knees;HIIT · AMRAP · EMOM;crosstraining;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX1993_high-knees_actif_crosstraining.jpg;OUI;High knees — photo réaliste dédiée, niveau Actif, style crosstraining, matériel visible : poids du corps;poids du corps
EX1994;High knees;HIIT · AMRAP · EMOM;hiit;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX1994_high-knees_actif_hiit.jpg;OUI;High knees — photo réaliste dédiée, niveau Actif, style hiit, matériel visible : poids du corps;poids du corps
EX1995;High knees;HIIT · AMRAP · EMOM;hyrox;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX1995_high-knees_actif_hyrox.jpg;OUI;High knees — photo réaliste dédiée, niveau Actif, style hyrox, matériel visible : poids du corps;poids du corps
EX1996;High knees;HIIT · AMRAP · EMOM;boxe;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX1996_high-knees_actif_boxe.jpg;OUI;High knees — photo réaliste dédiée, niveau Actif, style boxe, matériel visible : poids du corps;poids du corps
EX1997;High knees;HIIT · AMRAP · EMOM;cardio;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX1997_high-knees_actif_cardio.jpg;OUI;High knees — photo réaliste dédiée, niveau Actif, style cardio, matériel visible : poids du corps;poids du corps
EX1998;High knees;HIIT · AMRAP · EMOM;remise_forme;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX1998_high-knees_actif_remise_forme.jpg;OUI;High knees — photo réaliste dédiée, niveau Actif, style remise_forme, matériel visible : poids du corps;poids du corps
EX1999;High knees;HIIT · AMRAP · EMOM;musculation;Confirmé;assets/photos/exercises/04_hiit_amrap_emom/EX1999_high-knees_confirme_musculation.jpg;OUI;High knees — photo réaliste dédiée, niveau Confirmé, style musculation, matériel visible : poids du corps;poids du corps
EX2000;High knees;HIIT · AMRAP · EMOM;poids_du_corps;Confirmé;assets/photos/exercises/04_hiit_amrap_emom/EX2000_high-knees_confirme_poids_du_corps.jpg;OUI;High knees — photo réaliste dédiée, niveau Confirmé, style poids_du_corps, matériel visible : poids du corps;poids du corps
EX2001;High knees;HIIT · AMRAP · EMOM;crossfit;Confirmé;assets/photos/exercises/04_hiit_amrap_emom/EX2001_high-knees_confirme_crossfit.jpg;OUI;High knees — photo réaliste dédiée, niveau Confirmé, style crossfit, matériel visible : poids du corps;poids du corps
EX2002;High knees;HIIT · AMRAP · EMOM;crosstraining;Confirmé;assets/photos/exercises/04_hiit_amrap_emom/EX2002_high-knees_confirme_crosstraining.jpg;OUI;High knees — photo réaliste dédiée, niveau Confirmé, style crosstraining, matériel visible : poids du corps;poids du corps
EX2003;High knees;HIIT · AMRAP · EMOM;hiit;Confirmé;assets/photos/exercises/04_hiit_amrap_emom/EX2003_high-knees_confirme_hiit.jpg;OUI;High knees — photo réaliste dédiée, niveau Confirmé, style hiit, matériel visible : poids du corps;poids du corps
EX2004;High knees;HIIT · AMRAP · EMOM;hyrox;Confirmé;assets/photos/exercises/04_hiit_amrap_emom/EX2004_high-knees_confirme_hyrox.jpg;OUI;High knees — photo réaliste dédiée, niveau Confirmé, style hyrox, matériel visible : poids du corps;poids du corps
EX2005;High knees;HIIT · AMRAP · EMOM;boxe;Confirmé;assets/photos/exercises/04_hiit_amrap_emom/EX2005_high-knees_confirme_boxe.jpg;OUI;High knees — photo réaliste dédiée, niveau Confirmé, style boxe, matériel visible : poids du corps;poids du corps
EX2006;High knees;HIIT · AMRAP · EMOM;cardio;Confirmé;assets/photos/exercises/04_hiit_amrap_emom/EX2006_high-knees_confirme_cardio.jpg;OUI;High knees — photo réaliste dédiée, niveau Confirmé, style cardio, matériel visible : poids du corps;poids du corps
EX2007;High knees;HIIT · AMRAP · EMOM;remise_forme;Confirmé;assets/photos/exercises/04_hiit_amrap_emom/EX2007_high-knees_confirme_remise_forme.jpg;OUI;High knees — photo réaliste dédiée, niveau Confirmé, style remise_forme, matériel visible : poids du corps;poids du corps
EX2008;High knees;HIIT · AMRAP · EMOM;musculation;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX2008_high-knees_athlete_musculation.jpg;OUI;High knees — photo réaliste dédiée, niveau Athlète FAFATRAINING, style musculation, matériel visible : poids du corps;poids du corps
EX2009;High knees;HIIT · AMRAP · EMOM;poids_du_corps;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX2009_high-knees_athlete_poids_du_corps.jpg;OUI;High knees — photo réaliste dédiée, niveau Athlète FAFATRAINING, style poids_du_corps, matériel visible : poids du corps;poids du corps
EX2010;High knees;HIIT · AMRAP · EMOM;crossfit;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX2010_high-knees_athlete_crossfit.jpg;OUI;High knees — photo réaliste dédiée, niveau Athlète FAFATRAINING, style crossfit, matériel visible : poids du corps;poids du corps
EX2011;High knees;HIIT · AMRAP · EMOM;crosstraining;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX2011_high-knees_athlete_crosstraining.jpg;OUI;High knees — photo réaliste dédiée, niveau Athlète FAFATRAINING, style crosstraining, matériel visible : poids du corps;poids du corps
EX2012;High knees;HIIT · AMRAP · EMOM;hiit;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX2012_high-knees_athlete_hiit.jpg;OUI;High knees — photo réaliste dédiée, niveau Athlète FAFATRAINING, style hiit, matériel visible : poids du corps;poids du corps
EX2013;High knees;HIIT · AMRAP · EMOM;hyrox;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX2013_high-knees_athlete_hyrox.jpg;OUI;High knees — photo réaliste dédiée, niveau Athlète FAFATRAINING, style hyrox, matériel visible : poids du corps;poids du corps
EX2014;High knees;HIIT · AMRAP · EMOM;boxe;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX2014_high-knees_athlete_boxe.jpg;OUI;High knees — photo réaliste dédiée, niveau Athlète FAFATRAINING, style boxe, matériel visible : poids du corps;poids du corps
EX2015;High knees;HIIT · AMRAP · EMOM;cardio;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX2015_high-knees_athlete_cardio.jpg;OUI;High knees — photo réaliste dédiée, niveau Athlète FAFATRAINING, style cardio, matériel visible : poids du corps;poids du corps
EX2016;High knees;HIIT · AMRAP · EMOM;remise_forme;Athlète FAFATRAINING;assets/photos/exercises/04_hiit_amrap_emom/EX2016_high-knees_athlete_remise_forme.jpg;OUI;High knees — photo réaliste dédiée, niveau Athlète FAFATRAINING, style remise_forme, matériel visible : poids du corps;poids du corps
EX2017;Skater jump;HIIT · AMRAP · EMOM;musculation;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX2017_skater-jump_debutant_musculation.jpg;OUI;Skater jump — photo réaliste dédiée, niveau Débutant, style musculation, matériel visible : poids du corps;poids du corps
EX2018;Skater jump;HIIT · AMRAP · EMOM;poids_du_corps;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX2018_skater-jump_debutant_poids_du_corps.jpg;OUI;Skater jump — photo réaliste dédiée, niveau Débutant, style poids_du_corps, matériel visible : poids du corps;poids du corps
EX2019;Skater jump;HIIT · AMRAP · EMOM;crossfit;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX2019_skater-jump_debutant_crossfit.jpg;OUI;Skater jump — photo réaliste dédiée, niveau Débutant, style crossfit, matériel visible : poids du corps;poids du corps
EX2020;Skater jump;HIIT · AMRAP · EMOM;crosstraining;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX2020_skater-jump_debutant_crosstraining.jpg;OUI;Skater jump — photo réaliste dédiée, niveau Débutant, style crosstraining, matériel visible : poids du corps;poids du corps
EX2021;Skater jump;HIIT · AMRAP · EMOM;hiit;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX2021_skater-jump_debutant_hiit.jpg;OUI;Skater jump — photo réaliste dédiée, niveau Débutant, style hiit, matériel visible : poids du corps;poids du corps
EX2022;Skater jump;HIIT · AMRAP · EMOM;hyrox;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX2022_skater-jump_debutant_hyrox.jpg;OUI;Skater jump — photo réaliste dédiée, niveau Débutant, style hyrox, matériel visible : poids du corps;poids du corps
EX2023;Skater jump;HIIT · AMRAP · EMOM;boxe;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX2023_skater-jump_debutant_boxe.jpg;OUI;Skater jump — photo réaliste dédiée, niveau Débutant, style boxe, matériel visible : poids du corps;poids du corps
EX2024;Skater jump;HIIT · AMRAP · EMOM;cardio;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX2024_skater-jump_debutant_cardio.jpg;OUI;Skater jump — photo réaliste dédiée, niveau Débutant, style cardio, matériel visible : poids du corps;poids du corps
EX2025;Skater jump;HIIT · AMRAP · EMOM;remise_forme;Débutant;assets/photos/exercises/04_hiit_amrap_emom/EX2025_skater-jump_debutant_remise_forme.jpg;OUI;Skater jump — photo réaliste dédiée, niveau Débutant, style remise_forme, matériel visible : poids du corps;poids du corps
EX2026;Skater jump;HIIT · AMRAP · EMOM;musculation;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX2026_skater-jump_actif_musculation.jpg;OUI;Skater jump — photo réaliste dédiée, niveau Actif, style musculation, matériel visible : poids du corps;poids du corps
EX2027;Skater jump;HIIT · AMRAP · EMOM;poids_du_corps;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX2027_skater-jump_actif_poids_du_corps.jpg;OUI;Skater jump — photo réaliste dédiée, niveau Actif, style poids_du_corps, matériel visible : poids du corps;poids du corps
EX2028;Skater jump;HIIT · AMRAP · EMOM;crossfit;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX2028_skater-jump_actif_crossfit.jpg;OUI;Skater jump — photo réaliste dédiée, niveau Actif, style crossfit, matériel visible : poids du corps;poids du corps
EX2029;Skater jump;HIIT · AMRAP · EMOM;crosstraining;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX2029_skater-jump_actif_crosstraining.jpg;OUI;Skater jump — photo réaliste dédiée, niveau Actif, style crosstraining, matériel visible : poids du corps;poids du corps
EX2030;Skater jump;HIIT · AMRAP · EMOM;hiit;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX2030_skater-jump_actif_hiit.jpg;OUI;Skater jump — photo réaliste dédiée, niveau Actif, style hiit, matériel visible : poids du corps;poids du corps
EX2031;Skater jump;HIIT · AMRAP · EMOM;hyrox;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX2031_skater-jump_actif_hyrox.jpg;OUI;Skater jump — photo réaliste dédiée, niveau Actif, style hyrox, matériel visible : poids du corps;poids du corps
EX2032;Skater jump;HIIT · AMRAP · EMOM;boxe;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX2032_skater-jump_actif_boxe.jpg;OUI;Skater jump — photo réaliste dédiée, niveau Actif, style boxe, matériel visible : poids du corps;poids du corps
EX2033;Skater jump;HIIT · AMRAP · EMOM;cardio;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX2033_skater-jump_actif_cardio.jpg;OUI;Skater jump — photo réaliste dédiée, niveau Actif, style cardio, matériel visible : poids du corps;poids du corps
EX2034;Skater jump;HIIT · AMRAP · EMOM;remise_forme;Actif;assets/photos/exercises/04_hiit_amrap_emom/EX2034_skater-jump_actif_remise_forme.jpg;OUI;Skater jump — photo réaliste dédiée, niveau Actif, style remise_forme, matériel visible : poids du corps;poids du corps
